book_id	ISBN	title	Category	Author	Publisher	Publication_date
9791197317934001	9791197317934	심연의 빛	natural science	이창재	아를	2022
9791197467349001	9791197467349	위대한 정치인 3金	natural science	김인규	나남	2021
9791197618215001	9791197618215	순례자의 그릇	literature	Jaccottet, Philippe	마르코폴로	2022
9791197674617001	9791197674617	젊은 건축가 섬세하게 유연하게 낯설게	literature	조윤희	모로북스	2021
9788928515967001	9788928515967	중국 경제의 현대화	art	초경	민속원	2021
9788928516902001	9788928516902	유라시아 지역의 문화 혼종성과 상호 문화주의	Philosophy	한양대학교	민속원	2021
9788936811822001	9788936811822	(빅터 프랭클,) 당신의 불안한 삶에 답하다	language	Frankl, Viktor E	청아	2021
9788949966137001	9788949966137	조선후기 일본사신 왕래와 접대	art	심민정	경인문화사	2022
9788959968244001	9788959968244	동물권 논쟁	religion	임종식	경진	2021
9788962632347001	9788962632347	지식의 헌법	digital	Rauch, Jonathan	에코리브르	2021
9788963474670001	9788963474670	중국과 비(非)중국 그리고 인터 차이나	social science	백원담	진인진	2021
9788970016238001	9788970016238	감각·착각·환각	digital	최낙언	예문당	2022
9791160686128001	9791160686128	이공계의 눈으로 보다	Philosophy	김영지	선인	2021
9791160735024001	9791160735024	파이의 역사	language	Beckmann, Petr	경문사	2021
9791165216955001	9791165216955	부의 시작	language	박민수	길벗	2021
9791166840197001	9791166840197	열국지(列國志)의 재발견	social science	김준태	세창	2021
9791167970015001	9791167970015	현대시로 읽는 식인(食人)의 정치학	digital	김순아	새미	2021
9791168011465001	9791168011465	프로네시스 그 영혼의 날갯짓	natural science	조무남	이담북스	2021
9791188941681001	9791188941681	지도의 역사	language	Swanston, Malcolm	소소의책	2021
9791189346331001	9791189346331	가운을 벗은 의사들	language	박종호	풍월당	2022
9791189799618001	9791189799618	물이 몰려온다	literature	Goodell, Jeff	북트리거	2021
9791191161724001	9791191161724	한국인의 사회 정체성	language	이명진	KU PRESS	2021
9791191161809001	9791191161809	학살의 제국과 실패국가	Philosophy	손기영	고려대학교출판문화원	2022
9791195929856001	9791195929856	미래의 리더	digital	Morgan, Jacob	바이탈경영교육원	2021
9791196055684001	9791196055684	달콤한 바나나의 씁쓸한 현실	etc	석정정자	회화나무	2021
9791196830106001	9791196830106	19세기 허스토리	art	노서경	마농지	2022
9791197546006001	9791197546006	백악관 AI 리포트	literature	National Security Commission on Artificial Intelligence	쇼팽의서재	2021
9788950996284001	9788950996284	뇌과학 마케팅	Philosophy	Johnson, Matt A	21세기북스	2021
9788920041822001	9788920041822	동아시아 역사학 선언	language	강상규	에피스테메	2021
9788931586046001	9788931586046	브랜드의 비밀	art	Ciafone, Amanda	BM 성안당	2021
9788932038681001	9788932038681	검열관들	technological science	Darnton, Robert	문학과지성사	2021
9788932474533001	9788932474533	초현실주의자들의 은밀한 매력	history	Morris, Desmond	을유문화사	2021
9788946073241001	9788946073241	우리는 세계를 파괴하지 않고 세계를 먹여 살릴 수 있는가	literature	Holt-Giménez, Eric	한울아카데미	2021
9788946073449001	9788946073449	복지국가는 살아남을 수 있는가	art	Gamble, Andrew	한울아카데미	2021
9788947547277001	9788947547277	절망의 죽음과 자본주의의 미래	art	Deaton, Angus	한국경제신문	2021
9788950995287001	9788950995287	철학, 인간을 답하다	art	신승환	21세기북스	2021
9788950997007001	9788950997007	메신저	art	Martin, Steve	21세기북스	2021
9788950998936001	9788950998936	병자호란	Philosophy	임용한	R	2022
9788954680882001	9788954680882	미래가 사라져갈 때	Philosophy	Poole, Janet	문학동네	2021
9788954684248001	9788954684248	근대의 관찰들	natural science	Luhmann, Niklas	문학동네	2021
9788955866841001	9788955866841	과도한 부	etc	Schürz, Martin	세창	2021
9788959968176001	9788959968176	G2시대, 중국과 미국을 이끈 지도자들	literature	공봉진	경진	2021
9788961474078001	9788961474078	페미니즘 철학	history	Stone, Alison	이학사	2022
9788961952835001	9788961952835	도둑이야!	religion	Linebaugh, Peter	갈무리	2021
9788961952842001	9788961952842	피지털 커먼즈	digital	이광석	갈무리	2021
9788962919080001	9788962919080	큰 꿈을 키우는 작은 도시들	natural science	Richards, Greg	푸른길	2021
9788964361955001	9788964361955	여성, 영화에 묻다	literature	박인영	삼인	2021
9788964373774001	9788964373774	아 해보세요	digital	Otto, Mary	후마니타스	2021
9788964373842001	9788964373842	죽기는 싫으면서 천국엔 가고 싶은	art	Gutmann, Amy	후마니타스	2021
9788964452363001	9788964452363	화폐의 비밀	literature	Foucher, Gérard	길	2021
9788964814376001	9788964814376	주식시장을 이긴 전략들	language	박상우	ONE	2021
9788967359263001	9788967359263	역사에 질문하는 뼈 한 조각	history	Böhme, Madelaine	글항아리사이언스	2021
9788967359461001	9788967359461	도해 타이완사	religion	곽정옥	글항아리	2021
9788970505350001	9788970505350	(AI, 빅데이터 활용이 쉬워지는) 142가지 데이터셋	technological science	반병현	생능북스	2022
9788972917083001	9788972917083	슬픈 중국	literature	송재윤	까치	2020-2022
9788972970187001	9788972970187	밀레니얼 사회주의 선언	art	Robinson, Nathan J	동녘	2021
9788975818455001	9788975818455	중국의 역사와 문화 지식	literature	남철진	열린시선	2021
9788988964552001	9788988964552	상상력의 전시장 엑스포	natural science	오룡	다우	2021
9788994606651001	9788994606651	1991, 봄	digital	권경원	너머북스	2021
9788994655918001	9788994655918	궁궐	natural science	송용진	지식프레임	2021
9788997186822001	9788997186822	기계, 권력, 사회	history	박승일	사월의책	2021
9788998439958001	9788998439958	가드닝을 위한 식물학	etc	Hodge, Geoff	따비	2021
9791128862793001	9791128862793	지구촌의 전쟁과 평화	digital	McLuhan, Marshall	커뮤니케이션북스	2021
9791130601298001	9791130601298	굿 이너프	social science	Milo, Daniel S	다산사이언스	2021
9791130818023001	9791130818023	대한민국의 주홍글자	social science	문창재	푸른사상	2021
9791138801508001	9791138801508	(NPJ 논문의 정석) SPSS와 Process Marco를 활용한 논문작성법	natural science	엔피제이데이터분석연구소	좋은땅	2021
9791139201383001	9791139201383	쓰레기는 없다	digital	윤대영	지식과감성#	2021
9791156029489001	9791156029489	변혁시대의 협력적 거버넌스	literature	Donahue, John D	행복에너지	2022
9791156122135001	9791156122135	역사, 라프로쉬망을 꿈꾸다	language	곽차섭	푸른역사	2022
9791156122159001	9791156122159	경성의 화가들, 근대를 거닐다	literature	황정수	푸른역사	2022
9791156162513001	9791156162513	(집수리 닥터 강쌤의) 셀프 집수리	etc	강태운	리스컴	2021
9791157062362001	9791157062362	인류, 이주, 생존	natural science	Shah, Sonia	메디치	2021
9791157062393001	9791157062393	(ICT가 승패를 결정한다) 모던 워페어	religion	권호천	메디치	2021
9791157412884001	9791157412884	조선시대 사람들은 어떻게 살았을까	Philosophy	한국역사연구회	현북스	2022
9791157412884002	9791157412884	조선시대 사람들은 어떻게 살았을까	natural science	한국역사연구회	현북스	2022
9791158392956001	9791158392956	(보는 순간 팔로우하고 싶게 만드는) 인스타그램 브랜딩 레시피	history	김정은	위키북스	2022
9791159056710001	9791159056710	아직 오지 않은 시	Philosophy	공현진	소명	2022
9791162244296001	9791162244296	데이터 스토리	social science	Duarte, Nancy	한빛미디어	2021
9791162542422001	9791162542422	최강 기업의 탄생	etc	Osterwalder, Alexander	비즈니스북스	2021
9791162620502001	9791162620502	디지털 고객은 무엇에 열광하는가	literature	장정빈	올림	2021
9791164051496001	9791164051496	헤르만 헤세, 음악 위에 쓰다	history	Hesse, Hermann	북하우스	2022
9791166840708001	9791166840708	지식인의 아편	religion	Aron, Raymond	세창	2022
9791166850578001	9791166850578	기후변화 시대의 시민교육	literature	추병완	한국문화사	2021
9791167600134001	9791167600134	플로우 골프 클리닉	natural science	최대룡	북스고	2021
9791168210103001	9791168210103	(KBS 대기획) 키스 더 유니버스	history	KBS	베가북스	2022
9791168410497001	9791168410497	음악 인류	etc	Levitin, Daniel J	와이즈베리	2022
9791168560314001	9791168560314	철학은 말(語)이야	technological science	장동익	씨아이알	2022
9791185153476001	9791185153476	우아한 루저의 나라	language	고혜련	정은문고	2021
9791185330983001	9791185330983	(야옹 야옹) 고양이 대백과	Philosophy	림정의	퍼시픽 도도	2021
9791185521985001	9791185521985	메가플랫폼 네이버	literature	원용진	컬처룩	2021
9791185553948001	9791185553948	한 권으로 끝내는 아두이노와 파이썬으로 52개 작품 만들기	digital	장문철	앤써북	2022
9791186116333001	9791186116333	NFT 현명한 투자자	etc	김동은	알투스	2022
9791186710753001	9791186710753	사용자를 사로잡는 UX/UI 실전 가이드	language	김성연	루비페이퍼	2021
9791186742662001	9791186742662	메타버스 교육 프로젝트	history	변문경	다빈치books	2021
9791187499190001	9791187499190	책 쓰기의 기술	art	Max, Tucker	그린페이퍼	2021
9791187511342001	9791187511342	이미지 스케이프	etc	주신하	한숲	2022
9791187512547001	9791187512547	관계의 미술사	art	Smee, Sebastian	앵글북스	2021
9791188992157001	9791188992157	사기, 2천 년의 비밀	technological science	이덕일	만권당	2022
9791189336417001	9791189336417	인공지능은 무엇이 되려 하는가	technological science	Brockman, John	프시케의숲	2021
9791189503833002	9791189503833	위대한 서양미술사	Philosophy	권이선	생각뿔	2021
9791190178594001	9791190178594	도심재생의 미래	social science	이권희	한티재	2021
9791190422871001	9791190422871	집에 갇힌 나라, 동아시아와 중국	technological science	김수현	오월의봄	2021
9791190475938001	9791190475938	오노레 드 발자크	digital	송기정	페이퍼로드	2021
9791190475976001	9791190475976	(비트 경제의 게임체인저) 애즈 어 서비스다!	literature	김경훈	페이퍼로드	2021
9791190641470001	9791190641470	우리 안의 사자	religion	Steel, John Howard	책밥	2021
9791191118742001	9791191118742	응답하라 오리지널 팝	natural science	류석원	그래서음악	2021
9791191278507001	9791191278507	(미슐레의)민중	literature	Michelet, Jules	교유서가	2021
9791191307498001	9791191307498	무역 전쟁은 계급 전쟁이다	history	Klein, Matthew C	시그마북스	2021
9791191328158001	9791191328158	(실전 수익률 투자대회 총 12회 수상자의) 실전투자의 비밀	Philosophy	김형준	이레미디어	2021
9791191432336001	9791191432336	책을 불태우다	art	Ovenden, Richard	책과함께	2022
9791191509090001	9791191509090	기적의 식단	social science	이영훈	북드림	2021
9791191528046001	9791191528046	AI 101	natural science	정지훈	틔움	2021
9791191689013001	9791191689013	우리에 관하여	religion	Catapano, Peter	해리북스	2021
9791196725273001	9791196725273	아트 하이딩 인 뉴욕	language	Zimmer, Lori	혜윰터	2021
9791196938567001	9791196938567	예술가와 네 발 달린 친구들	Philosophy	길정현	토일렛프레스	2021
9791197014840001	9791197014840	사회학적 방법의 규칙들	natural science	Durkheim, Émile	이른비	2021
9791197213908001	9791197213908	우리는 예술가다	digital	Herbert, Kari	부키니스트	2021
9791197355219001	9791197355219	(당신에게 어울리는) 강아지를 찾아 드립니다	social science	Alderton, David	구르는재주	2021
9791197413025001	9791197413025	다정한 것이 살아남는다	religion	Hare, Brian	디플롯	2021
9791197430237001	9791197430237	기후, 문명의 지도를 바꾸다	etc	Fagan, Brian M	씨마스21	2021
9791197546020001	9791197546020	탄소중립 수소혁명	history	이순형	쇼팽의서재	2022
9791197556708001	9791197556708	건축의 시간, 영원한 현재	social science	김봉렬	플레져미디어	2021
9791197693007001	9791197693007	이순신의 바다	language	황현필	역바연	2021
9791191307832001	9791191307832	수면의 과학	Philosophy	Darwall-Smith, Heather	시그마북스	2022
9788965403272001	9788965403272	뜻밖의 업무 역량, 스토리텔링	art	Kurnoff, Janine	프리렉	2022
9788967359850001	9788967359850	충분하지 않다	natural science	Moyn, Samuel	글항아리	2022
9788974799960001	9788974799960	연민은 어떻게 삶을 고통에서 구하는가	religion	Halifax, Joan	불광	2022
9788976826497001	9788976826497	포스트사회주의 중국과 그 비판자들	etc	임춘성	그린비	2021
9788976826688001	9788976826688	문학 천재 진단하기	natural science	Sirotkina, Irina	그린비	2022
9791158083236001	9791158083236	신소재 이야기	etc	김영근	자유아카데미	2021
9791159056208001	9791159056208	에도시대 도시를 걷다	digital	김경숙	소명	2022
9791159056369001	9791159056369	마음과 욕망	social science	김수영	소명	2021
9791159095887001	9791159095887	벌거벗은 세계사	natural science	tvN	교보문고	2022
9791159095894001	9791159095894	벌거벗은 세계사	language	tvN	교보문고	2022
9791162542446001	9791162542446	경제학 오디세이	natural science	Szpiro, George	비즈니스북스	2021
9791165921361001	9791165921361	팀장님, 우리도 협업 도구 쓸까요?	social science	오세용	비제이퍼블릭	2022
9791166840333001	9791166840333	여성독립운동가 열전	art	심옥주	세창	2021
9791188314874001	9791188314874	좋은 서비스 디자인	religion	Downe, Lou	유엑스리뷰	2021
9791188314928001	9791188314928	하버드 디자인 씽킹 수업	language	Mootee, Idris	유엑스리뷰	2021
9791188366323001	9791188366323	성공한 나라 불안한 시민	Philosophy	이태수	헤이북스	2022
9791188544783001	9791188544783	(친절한) 우주론	history	죽내훈	전나무숲	2021
9791189327125001	9791189327125	시간의 각인	religion	Tarkovsky, Andrey A	곰	2021
9791191307450001	9791191307450	인물의 그림자를 그리다	language	최정호	시그마북스	2021
9791191464207001	9791191464207	바벨	literature	Dorren, Gaston	미래의창	2021
9791191883008001	9791191883008	악의 패턴	technological science	Davis, Kenneth C	청송재	2021
9791196788827001	9791196788827	오픈 이노베이션	technological science	Chesbrough, Henry William	mysc	2021
9791196830182001	9791196830182	트러블과 함께하기	social science	Haraway, Donna Jeanne	마농지	2021
9791197208249001	9791197208249	스트레칭 아나토미	etc	Nelson, Arnold G	푸른솔	2021
9791197426377001	9791197426377	당신의 가격은 틀렸습니다	Philosophy	김유진	도서담	2021
9788935665525001	9788935665525	내 마음의 도서관 비블리오테카	literature	최정태	한길사	2021
9788935674138001	9788935674138	베르베르 문명	religion	임기대	한길사	2021
9788946073364001	9788946073364	넷플릭스, 한국드라마 시장을 바꾸다	digital	유건식	한울아카데미	2021
9788950997588001	9788950997588	인생 삼모작	art	안병영	21세기북스	2021
9788954757966001	9788954757966	(EBS) 건축탐구 집	etc	노은주	EBS BOOKS	2021
9788957362396001	9788957362396	(한 권으로 읽는) 국제 스포츠 이야기	art	유승민	가나	2021
9788983714893001	9788983714893	설국열차	etc	Rochette, Jean-Marc	세미콜론	2013
9791156645665001	9791156645665	한번에 적용하는 분석	art	히든그레이스	한빛아카데미	2021
9791158083106001	9791158083106	데이터 사이언스의 매력	history	박성현	자유아카데미	2021
9791160684780001	9791160684780	일본, 한국을 상상하다	digital	강동국	선인	2021
9791162245132001	9791162245132	(찐 UXer가 알려주는) UX/UI 실무 가이드	language	조은정	한빛미디어	2022
9791165218874001	9791165218874	문제 해결력을 높이는 알고리즘과 자료 구조	language	대규겸자	길벗	2022
9791189074463001	9791189074463	개경	language	박종진	눌와	2022
9791191600650001	9791191600650	프로그래머의 뇌	technological science	Hermans, Felienne	제이펍	2022
9791192090009001	9791192090009	미디어는 어떻게 인간의 조건이 되었는가	Philosophy	이동후	컬처룩	2021
9791192090030001	9791192090030	미백	Philosophy	박소정	컬처룩	2022
9791197489617001	9791197489617	모피로드	literature	윤성학	K북스	2021
9791155814000001	9791155814000	컬러의 일	art	Perryman, Laura	윌북	2022
9772799628000001	9772799628000	(The)earthian tales	social science	아작	아작	2021
9788928516339001	9788928516339	(어느 인류학자의) 박물관 이야기	Philosophy	최협	민속원	2021
9788930106979001	9788930106979	미술노동자	religion	Bryan-Wilson, Julia	열화당	2021
9788934961567001	9788934961567	노이즈	art	Kahneman, Daniel	김영사	2022
9788950997113001	9788950997113	나무, 돌, 그리고 한국 건축 문명	etc	전봉희	21세기북스	2021
9788954685672001	9788954685672	오래되고 멋진 클래식 레코드	Philosophy	촌상춘수	문학동네	2022
9788959728480001	9788959728480	인공지능으로 구현되는 세상	language	강성배	청람	2021
9788961964098001	9788961964098	예술의 주체	natural science	고연희	아트북스	2022
9788962632323001	9788962632323	역사 속의 유로메나	natural science	박단	에코리브르	2021
9788963247700001	9788963247700	新 프랑스 왕과 왕비	social science	김복래	북코리아	2021
9788965457671001	9788965457671	일본의 각성	Philosophy	강창천심	산지니	2021
9788967359041001	9788967359041	오프라인은 죽지 않았다	technological science	Spanke, Matthias	에쎄	2021
9788967359782001	9788967359782	동아시아 세계질서의 종막	technological science	Kim, Key-Hiuk	글항아리	2022
9788967996475001	9788967996475	캔들차트 매매법	technological science	터틀캠프	북오션	2021
9788974184193001	9788974184193	지배에서 통치로	art	이동수	인간사랑	2021
9788976826664001	9788976826664	오르비스 테르티우스	digital	김은중	그린비	2021
9788976828743001	9788976828743	근대화라는 이데올로기	literature	Latham, Michael E	그린비	2021
9788993587265001	9788993587265	아리랑 민족의 디아스포라	language	이혜옥	글을읽다	2021
9791155504840001	9791155504840	질병의 지도	natural science	Hempel, Sandra	사람의무늬	2021
9791156334330001	9791156334330	21세기 권력	language	Ball, James	다른	2021
9791158392376001	9791158392376	(생활코딩!) 리액트 프로그래밍	language	이고잉	위키북스	2021
9791158904432001	9791158904432	버릴 관행, 지킬 원칙	technological science	김경모	이화여자대학교출판문화원	2021
9791159056079001	9791159056079	동북아해역과 귀환	religion	이가영	소명	2021
9791159713781001	9791159713781	Cosmos	etc	Olson, Roberta J. M	북스힐	2021
9791161755533001	9791161755533	실용적인 클라우드 보안	natural science	Dotson, Chris	에이콘	2021
9791161756141001	9791161756141	프로젝트에서 제품으로	digital	Kersten, Mik	에이콘	2022
9791162101162001	9791162101162	페넬로페	religion	Vanistendael, Judith	BARAM BOOKS	2021
9791162245118001	9791162245118	쿠브플로 운영 가이드	technological science	Patterson, Josh	한빛미디어	2022
9791165797034001	9791165797034	봄은 언제나 찾아온다	digital	Hockney, David	SIGONGART	2022
9791165864118001	9791165864118	(시민과 함께 하는) 중국 인문학	digital	박영순	學古房	2021
9791165872205001	9791165872205	검간 임진일기	literature	조정	보고사	2021
9791165921200001	9791165921200	(파이썬으로 만드는) 나만의 게임	literature	이수안	비제이퍼블릭	2022
9791166850615001	9791166850615	한국어 다중초점구문과 사선적 일치/병합	history	정대호	한국문화사	2021
9791167070081001	9791167070081	단극 체계 국제정치이론	religion	Monteiro, Nuno P	사회평론아카데미	2021
9791167070241001	9791167070241	미중 ICT 경쟁과 남북 ICT 협력	language	김상배	사회평론아카데미	2021
9791167070425001	9791167070425	중세의 침묵을 깬 여성들	religion	이은기	사회평론아카데미	2022
9791185272689001	9791185272689	CES 2022	etc	한국경제신문	한국경제신문	2022
9791185272702001	9791185272702	(산업대전망) 인더스트리 2022	religion	한상춘	한국경제신문	2021
9791185939810001	9791185939810	동양미술 이삭줍기	etc	김찬호	인문과교양	2021
9791185954813001	9791185954813	뱅크시	language	Ellsworth-Jones, Will	미술문화	2021
9791185954851001	9791185954851	여자의 재능은 왜 죄가 되었나	etc	유화열	미술문화	2022
9791186504123001	9791186504123	숙종 비망기	art	숙종	그물	2021
9791187822592001	9791187822592	데스퍼레이트 그라운드	etc	Sides, Hampton	플래닛미디어	2021
9791188285914001	9791188285914	스탠리 큐브릭	history	Mikics, David	그책	2021
9791188352418001	9791188352418	르네상스 미술	Philosophy	고계수이	재승	2021
9791190400220001	9791190400220	사회연대경제	literature	Defourny, Jacques	착한책가게	2021
9791190971560001	9791190971560	글자 속의 우주	social science	한동훈	호밀밭	2021
9791191346183001	9791191346183	(R과 더불어 배우는) 통계학	technological science	최경미	지오북스	2022
9791191925036001	9791191925036	반려견 행동심리학	digital	Todd, Zazie	동글디자인	2022
9791197042751001	9791197042751	트리즈씽킹	etc	신정호	와우팩토리	2021
9791197667602001	9791197667602	보수의 뿌리	Philosophy	Meyer, Frank S	돌밭	2022
9788952129109001	9788952129109	고증학의 시대	Philosophy	목하철시	서울대학교출판문화원	2021
9788961849685001	9788961849685	한국 문화의 발달 배경과 특징	social science	김용갑	어문학사	2022
9791155504857001	9791155504857	고대 한국의 풍경	etc	전호태	성균관대학교 출판부	2021
9791157074266001	9791157074266	조선군의 기지 구축과 무단지배	natural science	김영숙	역사공간	2021
9791164408580001	9791164408580	종목 선정 나에게 물어봐	Philosophy	김정수	하움	2021
9791165674533001	9791165674533	(당신의 커리어를 무한대로 올려 줄) 면접의 정석	technological science	김애영	백산	2022
9791165921170001	9791165921170	Node.js 프로젝트 투입 일주일 전	digital	고승원	비제이퍼블릭	2021
9791192143064001	9791192143064	MIT 음악 수업	language	관야혜리자	현익	2022
9791192143101001	9791192143101	의미를 파는 디자인	language	Verganti, Roberto	유엑스리뷰	2022
9791196681562001	9791196681562	펠덴크라이스의 ATM	language	Feldenkrais, Moshe	소마코칭	2021
9788928516537001	9788928516537	요괴학의 기초지식	technological science	소송화언	민속원	2021
9788946081222001	9788946081222	위드 코로나 시대 마케팅 포인트 40	etc	족립광	한울	2021
9788952129888001	9788952129888	글로벌 아시아	history	임현진	서울대학교출판문화원	2021
9788952130501001	9788952130501	생존의 기로	literature	정재호	서울대학교출판문화원	2021
9788954685580001	9788954685580	우리 모두	art	Carver, Raymond	문학동네	2022
9788962632255001	9788962632255	꿀벌의 숲속살이	literature	Seeley, Thomas D	에코리브르	2021
9788978894777001	9788978894777	일제강점기 입학시험 풍경	digital	김진섭	지성사	2021
9791160684933001	9791160684933	냉전질서와 국제긴장완화 정책사	digital	이종국	선인	2021
9791165160906001	9791165160906	18세기 경주의 문인과 문학	history	계명대학교	계명대학교 출판부	2021
9791165161255001	9791165161255	한국과 일본의 문학과 민주주의	natural science	계명대학교	계명대학교 출판부	2022
9791167070456001	9791167070456	세계화와 국민경제의 재구성	religion	권형기	사회평론아카데미	2022
9791187038849001	9791187038849	지도 위의 붉은 선	etc	Rampini, Federico	갈라파고스	2022
9791197518522001	9791197518522	Talk art	technological science	Tovey, Russell	Pensel	2022
9791160272376001	9791160272376	집 떠난 뒤 맑음	digital	강국향직	소담	2021
9791160272376002	9791160272376	집 떠난 뒤 맑음	etc	강국향직	소담	2021
9788950996277001	9788950996277	마음의 연금술사	technological science	Ackerman, Diane	21세기북스	2021
9788950997809001	9788950997809	시스템적 사고	technological science	이명환	21세기북스	2021
9788952129550001	9788952129550	절멸과 갱생 사이	religion	서울대학교	서울대학교출판문화원	2021
9788959728510001	9788959728510	4차 산업혁명과 디지털도서관	etc	노영희	청람	2022
9788965457688001	9788965457688	청말 중국의 대일정책과 일본어 인식	social science	염립	산지니	2021
9788974184179001	9788974184179	지속가능한 북한개발협력	Philosophy	김석우	인간사랑	2021
9788978894685001	9788978894685	문화재 전쟁	social science	이기철	지성사	2021
9788981076153001	9788981076153	세종과 한글 이야기	Philosophy	홍현보	이회	2022
9791130314358001	9791130314358	실전창업	natural science	성형철	박영사	2022
9791130818061001	9791130818061	(예술을 알고 예술을 느끼고) 예술과 함께하는 심리학	art	김재은	푸른사상	2021
9791130818771001	9791130818771	신시대 중국의 미래	art	김인규	푸른사상	2021
9791155813386001	9791155813386	처음 보는 비밀 미술관	religion	Mancoff, Debra N	윌북	2021
9791158393151001	9791158393151	(인사이드) 안드로이드 OS	natural science	Meike, G. Blake	위키북스	2022
9791159056093001	9791159056093	재봉틀과 일본의 근대	etc	Gordon, Andrew	소명	2021
9791162245385001	9791162245385	도메인 주도 개발 시작하기	history	최범균	한빛미디어	2022
9791164460465001	9791164460465	한 권으로 이해하는 미국재정	history	문관훈	가나북스	2022
9791165871994001	9791165871994	한국고전의 세계와 지역문화	Philosophy	김석배	보고사	2021
9791165872168001	9791165872168	일동록	art	강진형	보고사	2021
9791168122178001	9791168122178	강남 되는 강북 부동산은 정해져 있다	religion	엄재웅	위즈덤하우스	2022
9791187147831001	9791187147831	신발, 스타일의 문화사	Philosophy	Semmelhack, Elizabeth	아날로그	2021
9791188941704001	9791188941704	외식의 역사	literature	Sitwell, William	소소의책	2022
9791189433253001	9791189433253	뱀 의식	language	Warburg, Aby	읻다	2021
9791191198119001	9791191198119	담대(膽大)한 전환	technological science	한국공학한림원	잇플	2021
9791191278415001	9791191278415	인간은 왜 잔인해지는가	literature	Rector, John	교유서가	2021
9791192229003001	9791192229003	(투자처가 한눈에 보이는) 2022 업계지도	art	한국비즈니스정보	어바웃어북	2022
9788946073036001	9788946073036	플랫폼 사회가 온다	Philosophy	이재열	한울아카데미	2021
9788946073302001	9788946073302	(메소아메리카 전통의 꼬스모비시온) '우주와 신성'	language	López Austin, Alfredo	한울아카데미	2021
9788946073609001	9788946073609	인공지능과 금융	digital	서근우	한울아카데미	2022
9788976826640001	9788976826640	공산주의라는 이념	history	Badiou, Alain	그린비	2021
9791130312873001	9791130312873	반려견 산책의 이해	technological science	김원	박영사	2021
9791130314044001	9791130314044	모든 직장인을 위한 인공지능	language	한세억	박영사	2022
9791159056215001	9791159056215	관광의 시선	literature	Urry, John	소명	2021
9791188314850001	9791188314850	브랜딩의 과학	art	Sharp, Byron	비즈니스랩	2021
9791192143057001	9791192143057	구글은 어떻게 디자인하는가	literature	Jean-Baptiste, Annie	유엑스리뷰	2021
9791196301453001	9791196301453	호모 사피엔스	natural science	국립중앙박물관	공존	2021
9791197175725001	9791197175725	ESG 투자 경영 의료	technological science	김화진	더벨	2021
9788928515943001	9788928515943	신라의 통일전쟁	social science	이상훈	민속원	2021
9791197641718001	9791197641718	(Hello IT) 프론트엔드 개발을 시작하려고 해	etc	박영웅	패스트캠퍼스	2022
9788935213573001	9788935213573	위대한 나의 발견★강점혁명	literature	Gallup Press	청림	2021
9788946073319001	9788946073319	(메소아메리카 전통의 꼬스모비시온) '신과 인간'	Philosophy	López Austin, Alfredo	한울아카데미	2021
9788952128348001	9788952128348	한국문학과 일본문학의 '전후(戰後)'	language	방민호	서울대학교출판문화원	2021
9788963474663001	9788963474663	기후, 문화 그리고 인간	language	김범철	진인진	2021
9788964452448001	9788964452448	가치자유와 가치판단	etc	Weber, Max	길	2021
9788972733751001	9788972733751	조작의 윤리	religion	Häring, Bernhard	서강대학교출판부	2021
9788976964472001	9788976964472	한국 사회과학의 기원	religion	홍정완	역사비평사	2021
9788997924899001	9788997924899	(백견불여일타(百見不如一打)) 스프링 부트 쇼핑몰 프로젝트 with JPA	art	변구훈	로드북	2021
9791161755960001	9791161755960	(AutoML 창시자가 알려주는) 자동머신러닝	art	Hutter, Frank	에이콘	2022
9791161756134001	9791161756134	(MLFlow를 활용한) MLOps	language	Alla, Sridhar	에이콘	2022
9791166471841001	9791166471841	ESG 경영을 읽는다	etc	박기찬	한올	2022
9791189356538001	9791189356538	리처드 홀리스, 화이트채플을 디자인하다	Philosophy	Wilson, Christopher	작업실유령	2021
9788952130402001	9788952130402	다와다 요코	Philosophy	정항균	서울대학교출판문화원	2021
9791159055966001	9791159055966	디아스포라의 위도	natural science	조은애	소명	2021
9791166850691001	9791166850691	116번가	art	Petry, Ann	한국문화사	2022
9788950995867001	9788950995867	지리 기술 제도	technological science	Sachs, Jeffrey	21세기북스	2021
9788970594781001	9788970594781	디자인 리서치 교과서	history	목포간웅	안그라픽스	2021
9791159256707001	9791159256707	여행과 개혁, 그리고 18세기 조선의 과학기술	technological science	임종태	들녘	2021
9791159257124001	9791159257124	한국의 과학기술과 시민사회	art	이은경	들녘	2022
9791160075922001	9791160075922	반 고흐를 찾아서	history	Fossi, Gloria	한스미디어	2021
9791192143071001	9791192143071	전략적 UX 라이팅	natural science	Podmajersky, Torrey	유엑스리뷰	2022
9791192143095001	9791192143095	UX 기획의 기술	natural science	Braun, Kevin Collamore	유엑스리뷰	2022
9791191401042001	9791191401042	My dear vintage	etc	권용식	몽스북	2021
9788928516278001	9788928516278	식민지 조선의 서양음악 수용과 일본인의 음악활동	digital	김지선	민속원	2021
9788928516513001	9788928516513	조선후기 지방 관속 음악인의 존재와 음악사적 의의	technological science	배인교	민속원	2021
9788984946590001	9788984946590	고려 태조 왕건정권 연구	social science	김갑동	혜안	2021
9788952128713001	9788952128713	관용의 어려움	Philosophy	Scanlon, Thomas	서울대학교출판문화원	2021
9788997066698001	9788997066698	세계를 매혹한 돌	history	윤성원	모요사	2021
